313,1
312,2
388,3
387,4
369,5
370,6
325,7
300,8
325,9
331,10
358,11
325,12
325,13
325,14
325,15
300,16
325,17
325,18
325,19
325,20
300,21
300,22
300,23
300,24
300,25
300,26
300,27
300,28
300,29
300,30
300,31
300,32
300,33
300,34
300,35
300,36
300,37
300,38
300,39
300,40
325,41
325,42
300,43
325,44
325,45
325,46
325,47
325,48
325,49
325,50
325,51
325,52
325,53
325,54
398,55
379,56
398,57
398,58
338,59
359,60
359,61
300,62
300,63
300,64
300,65
300,66
300,67
300,68
300,69
300,70
300,71
300,72
300,73
300,74
339,75
300,76
300,77
300,78
300,79
300,80
300,81
300,82
300,83
300,84
300,85
100,86
100,87
100,88
100,89
100,90
100,91
100,92
100,93
100,94
100,95
100,96
100,97
100,98
100,99
100,100
100,101
100,102
100,103
100,104
100,105
100,106
100,107
100,108
100,109
362,110
300,111
300,112
365,113
369,114
300,115
366,116
300,117
300,118
389,119
388,120
388,121
388,122
388,123
388,124
387,125
388,126
387,127
388,128
387,129
388,130
388,131
388,132
387,133
388,134
388,135
388,136
388,137
388,138
388,139
388,140
387,141
388,142
388,143
388,144
388,145
388,146
388,147
388,148
338,149
389,150
354,151
300,152
300,153
300,154
300,155
300,156
300,157
323,158
323,159
323,160
323,161
323,162
323,163
323,164
323,165
323,166
323,167
323,168
323,169
323,170
323,171
323,172
323,173
323,174
323,175
369,176
300,177
363,178
365,179
364,180
